9.999999749786085	0.0	0.0
9.999999729905559	0.999999947969165	0.9999999479691649
9.999999706593174	1.9999998892878006	1.9999998892878004
9.999999678876359	2.999999822291392	2.999999822291392
9.9999996453767	3.9999997446668023	3.9999997446668027
9.999999604073611	4.999999653090599	4.9999996530906
9.999999551881057	5.9999995425897925	5.999999542589793
9.999999483838662	6.999999405336331	6.999999405336331
9.99999939143398	7.9999992281803225	7.999999228180322
9.999999258729632	8.999998987033214	8.999998987033212
9.999999052010306	9.999998632059828	9.999998632059826
2.3930753313835	2.6323827413384198	2.632382741338414
1.8289186130351909e-6	2.0555777803548447e-6	2.055577780357109e-6
1.162051344643679e-6	1.306065204611165e-6	1.3060652046078491e-6
8.445829354939913e-7	9.492527167121304e-7	9.492527167114208e-7
6.587400263585036e-7	7.403781654208017e-7	7.403781654208915e-7
5.365885935681818e-7	6.030884186836906e-7	6.030884186835847e-7
4.500761616489657e-7	5.058544388858725e-7	5.058544388858192e-7
3.8551083543850173e-7	4.3328748497057637e-7	4.332874849705969e-7
3.3541434435685556e-7	3.769824991368075e-7	3.769824991370297e-7
2.953561565649434e-7	3.3195987065811566e-7	3.3195987065804367e-7
2.625442209539517e-7	2.950815275786442e-7	2.950815275787365e-7
2.351314598817312e-7	2.6427148262365315e-7	2.6427148262371594e-7
2.1184699850390143e-7	2.3810136052946834e-7	2.3810136052934324e-7
1.9178756992114295e-7	2.155559518871179e-7	2.155559518870782e-7
1.7429340606038178e-7	1.9589372309451847e-7	1.958937230944699e-7
1.5887121555544837e-7	1.7856024883229932e-7	1.785602488322955e-7
1.4514464448237875e-7	1.6313253336340425e-7	1.6313253336336478e-7
1.328214199397082e-7	1.4928208219422908e-7	1.4928208219426405e-7
1.2167096887259277e-7	1.367497471838457e-7	1.3674974718382143e-7
1.1150881090344375e-7	1.2532818516709994e-7	1.2532818516705052e-7
1.0218544650887748e-7	1.1484936903544567e-7	1.1484936903544832e-7
9.357829751114265e-8	1.0517552940773788e-7	1.0517552940773363e-7
8.558576281304776e-8	9.61924736881455e-8	9.61924736881348e-8
7.812276703439403e-8	8.780458304191042e-8	8.78045830419125e-8
7.11173802706304e-8	7.993101323826577e-8	7.993101323828183e-8
6.450821781448955e-8	7.250277211770262e-8	7.250277211771984e-8
5.8242415443586016e-8	6.546044395549919e-8	6.546044395551269e-8
5.227403454352998e-8	5.8752396930588475e-8	5.8752396930584995e-8
4.656279165651822e-8	5.23333552261849e-8	5.2333355226163184e-8
4.107303516673593e-8	4.616324889506439e-8	4.616324889505989e-8
3.5772911711075934e-8	4.020627696295679e-8	4.0206276962971804e-8
3.0633679119754426e-8	3.443013522139062e-8	3.443013522138623e-8
2.5629132965159765e-8	2.880537170832107e-8	2.8805371708312397e-8
2.0735121283063478e-8	2.330484128838491e-8	2.3304841288381196e-8
1.5929127517083565e-8	1.79032369113646e-8	1.7903236911354678e-8
1.1189905768597811e-8	1.2576679658354824e-8	1.2576679658357517e-8
6.497155385523461e-9	7.302353002089492e-9	7.302353002093314e-9
1.8312240573063352e-9	2.0581691062734315e-9	2.058169106275247e-9
-2.8271699198642087e-9	3.1775433290801614e-9	-3.177543329091557e-9
-7.497204561480303e-9	8.426339065472964e-9	-8.426339065458426e-9
-1.219821810541469e-8	1.3709952943269318e-8	-1.3709952943267821e-8
-1.694997757369131e-8	1.9050601726526273e-8	-1.905060172651817e-8
-2.177295987608978e-8	2.447130004397628e-8	-2.4471300043976267e-8
-2.668865398089583e-8	2.999620000802274e-8	-2.9996200008023424e-8
-3.171989376175632e-8	3.5650965311552315e-8	-3.5650965311554214e-8
-3.6891232750865886e-8	4.146319242456119e-8	-4.146319242455053e-8
-4.2229374319509543e-8	4.746289408729025e-8	-4.746289408728954e-8
-4.776367396416197e-8	5.368306384501111e-8	-5.36830638450027e-8
-5.352673468154832e-8	6.016034520835678e-8	-6.016034520836281e-8
-5.95551222786034e-8	6.693583561217004e-8	-6.693583561216661e-8
-6.589023546754432e-8	7.405606434209718e-8	-7.405606434208922e-8
-7.257937660046302e-8	8.157419596610319e-8	-8.157419596610871e-8
-7.967708415534134e-8	8.955152795645315e-8	-8.955152795645519e-8
-8.724680947044513e-8	9.805937522302428e-8	-9.80593752230336e-8
-9.536305056120377e-8	1.0718146837566606e-7	-1.0718146837567829e-7
-1.041140994823014e-7	1.1701704156887369e-7	-1.1701704156887007e-7
-1.1360562339184657e-7	1.2768485736983974e-7	-1.2768485736983076e-7
-1.2396539401657097e-7	1.3932852234970076e-7	-1.3932852234969713e-7
-1.3534962312881287e-7	1.5212360772076278e-7	-1.521236077207526e-7
-1.479515820638214e-7	1.6628733707680176e-7	-1.662873370768061e-7
-1.6201353090735445e-7	1.820919939734642e-7	-1.8209199397345303e-7
-1.7784354488183563e-7	1.9988383362053882e-7	-1.9988383362051738e-7
-1.9583975922187076e-7	2.2011033244225516e-7	-2.201103324422537e-7
-2.1652615459420395e-7	2.4336040840988816e-7	-2.433604084098763e-7
-2.406068478878699e-7	2.7042544012819303e-7	-2.7042544012818525e-7
-2.69051109712254e-7	3.023948206123562e-7	-3.023948206123643e-7
-3.0323151455588537e-7	3.4081122849373243e-7	-3.4081122849373704e-7
-3.451584727897928e-7	3.8793422573978204e-7	-3.8793422573978553e-7
-3.978999204492389e-7	4.472119598853596e-7	-4.4721195988537517e-7
-4.663825535625502e-7	5.241816958926929e-7	-5.241816958927096e-7
-5.590515576450543e-7	6.283352370781288e-7	-6.283352370781331e-7
-6.916953032187929e-7	7.774176178003502e-7	-7.774176178003062e-7
-8.976449298168823e-7	1.0088907289476726e-6	-1.0088907289476419e-6
-1.2615134778827313e-6	1.4178537635958177e-6	-1.4178537635957808e-6
-2.0794746530606624e-6	2.337185437764422e-6	-2.337185437764461e-6
-5.622929281290205e-6	6.319782821743161e-6	-6.319782821743239e-6
-1.1773672201159116	1.323279093172698	-1.3232790931726108
-4.119076732476174	4.58105988875633	-4.581059888756425
-7.060790232020679	7.561867686848618	-7.561867686848682
-9.997852621744357	10.001434833480612	-10.001434833480456
-9.999996603525322	9.003794660846301	-9.003794660846301
-9.999998301037152	8.00379669879531	-8.00379669879531
-9.999998867196933	7.003797435114739	-7.0037974351147385
-9.999999150337269	6.003797831667088	-6.00379783166709
-9.999999320240814	5.003798086615936	-5.003798086615937
-9.999999433517901	4.003798267921631	-4.003798267921632
-9.999999514434053	3.00379840552363	-3.0037984055236304
-9.99999957512333	2.0037985147977255	-2.0037985147977255
-9.999999622327383	1.0037986045113942	-1.003798604511394
